,admin1Pcod_1,admin1Name_1,admin1Pcod_2,admin1Name_2,local_date_1,local_date_2,trip_num,tour_num,id_num,tour_traj_distance,trip_traj_distance,time_range,trip_miles/person,miles/person,minutes/trip,minutes/person,trips/person,date_1,date_2,0_14_pct_1,15_64_pct_1,65p_pct_1,M_pct_1,Population_1,0_14_pct_2,15_64_pct_2,65p_pct_2,M_pct_2,Population_2,rwi_1,rwi_pctl_1,rwi_2,rwi_pctl_2,new_cases_1,new_cases_2,first_case,ban_travel,lockdown,lockdown_0,lockdown_1,lockdown_2,lockdown_3,lockdown_4,lockdown_5
43869,ZA7,Gauteng,ZA7,Gauteng,2020-06-09,2020-06-13,1,1,1,14856.676165239513,13863.788248230938,340039,8.614558632729198,9.231510581478858,5667.316666666667,5667.316666666667,1.0,20200609,20200613,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.6706237180439658,1.0,0.6706237180439658,1.0,288.0,1116.0,1,1,3,0,0,0,1,0,0
43870,ZA1,Western Cape,ZA2,Eastern Cape,2020-06-09,2020-06-10,15,15,15,19290324.976375967,8772698.699360838,691488,363.40681666405015,799.0968152810904,768.3199999999999,768.3199999999999,1.0,20200609,20200610,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.32240858903092945,0.600977358291188,0.07661405267788246,0.47559015644122027,6510816.0,0.48495156727992644,0.8888888888888888,-0.04666754827373582,0.2222222222222222,1251.0,394.0,1,1,3,0,0,0,1,0,0
43871,ZA4,Free State,ZA8,Mpumalanga,2020-06-09,2020-06-09,7,7,7,3321770.416794028,1565597.504982044,114618,138.9738840334983,294.8646348888587,272.9,272.9,1.0,20200609,20200609,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.2248492570676798,0.7777777777777778,0.0523010419666447,0.4444444444444444,18.0,1.0,1,1,3,0,0,0,1,0,0
43872,ZA8,Mpumalanga,ZA7,Gauteng,2020-06-09,2020-06-10,17,17,17,2927062.942939988,1290668.6852306149,605943,47.175549395596434,106.9877994475494,594.0617647058824,594.0617647058824,1.0,20200609,20200610,0.30219785415266165,0.6444398558234767,0.053362290023861565,0.4955341209781855,4547481.0,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.0523010419666447,0.4444444444444444,0.6706237180439658,1.0,1.0,649.0,1,1,3,0,0,0,1,0,0
43873,ZA4,Free State,,,2020-06-09,2020-06-09,1,1,1,643153.9544563055,319926.7944542452,3511,198.79329369870285,399.6373394726705,58.516666666666666,58.516666666666666,1.0,20200609,20200609,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,,,,,,0.2248492570676798,0.7777777777777778,,,18.0,,1,1,3,0,0,0,1,0,0
43875,ZA7,Gauteng,ZA6,North West,2020-06-09,2020-06-11,1,1,1,312681.7470101837,270878.7922167325,130148,168.31627807152014,194.2914299305703,2169.133333333333,2169.133333333333,1.0,20200609,20200611,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.6706237180439658,1.0,-0.04677388157695324,0.1111111111111111,288.0,100.0,1,1,3,0,0,0,1,0,0
43876,ZA6,North West,ZA6,North West,2020-06-09,2020-06-10,627,627,627,15564078.231966916,5875255.17557347,20094761,5.8225108662594165,15.42435382308201,534.1510101010101,534.1510101010101,1.0,20200609,20200610,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,0.2828745421867569,0.6531826641385288,0.0639427936747143,0.5169154144355026,3885864.0,-0.04677388157695324,0.1111111111111111,-0.04677388157695324,0.1111111111111111,24.0,53.0,1,1,3,0,0,0,1,0,0
43877,ZA4,Free State,ZA1,Western Cape,2020-06-09,2020-06-10,3,3,3,5838011.006587867,2949390.546730926,186312,610.8887734652392,1209.1906198193935,1035.0666666666666,1035.0666666666666,1.0,20200609,20200610,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.2248492570676798,0.7777777777777778,0.48495156727992644,0.8888888888888888,18.0,1202.0,1,1,3,0,0,0,1,0,0
43878,ZA3,Nothern Cape,ZA1,Western Cape,2020-06-09,2020-06-09,11,11,11,15299985.39535204,4391811.735819191,254330,248.085935851626,864.2700151203359,385.3484848484849,385.3484848484849,1.0,20200609,20200609,0.2905180543789262,0.6449880916225764,0.06449385399849747,0.5008080113808923,1251220.0,0.24146430881004144,0.6902282722160927,0.06830741897386587,0.4994387746892386,6898299.0,0.09958456723393624,0.6666666666666666,0.48495156727992644,0.8888888888888888,4.0,1251.0,1,1,3,0,0,0,1,0,0
43879,ZA7,Gauteng,ZA4,Free State,2020-06-09,2020-06-09,350,342,325,63974815.65458636,23077952.160807434,1992429,44.12299891863714,122.31417685062765,94.87757142857144,102.17584615384617,1.0769230769230769,20200609,20200609,0.22703936886350948,0.7223349844212468,0.050625646715243805,0.5123439321519871,14760167.0,0.28114593899768064,0.6555271573171474,0.06332690368517199,0.4905192097314189,2663702.0,0.6706237180439658,1.0,0.2248492570676798,0.7777777777777778,288.0,18.0,1,1,3,0,0,0,1,0,0
